order_item_id,order_id,product_id,quantity,unit_price,subtotal
2345,773,63,5,273.5,1367.5
2346,773,46,5,68.91,344.55
2347,774,23,3,79.85,239.55
2348,774,11,3,177.33,531.99
2349,774,57,2,74.55,149.1
2350,774,37,1,332.56,332.56
2351,774,72,3,248.62,745.86
2352,775,1,3,227.6,682.8
2353,775,75,4,161.12,644.48
2354,775,65,3,254.9,764.7
2355,775,85,2,54.89,109.78
2356,776,65,2,254.9,509.8
2357,776,63,4,273.5,1094
2358,776,72,2,248.62,497.24
2359,777,32,2,266.32,532.64
2360,777,80,2,392.88,785.76
2361,777,41,3,272.17,816.51
2362,777,10,4,16.08,64.32
2363,778,40,3,168.04,504.12
2364,779,33,5,77.58,387.9
2365,779,61,2,185.84,371.68
2366,779,44,1,111.72,111.72
2367,779,77,1,127.74,127.74
2368,779,43,2,290.86,581.72
2369,780,7,4,142.02,568.08
2370,780,85,5,54.89,274.45
2371,781,51,2,424.62,849.24
2372,781,41,5,272.17,1360.85
2373,782,48,1,238.21,238.21
2374,782,72,2,248.62,497.24
2375,783,60,1,300.86,300.86
2376,783,66,2,29.33,58.66
2377,783,96,3,48.19,144.57
2378,783,65,2,254.9,509.8
2379,783,94,4,56.69,226.76
2380,784,21,2,191.94,383.88
2381,784,63,2,273.5,547
2382,784,58,5,363.89,1819.45
2383,784,57,5,74.55,372.75
2384,785,82,2,306.53,613.06
2385,785,77,2,127.74,255.48
2386,785,65,2,254.9,509.8
2387,785,79,5,387.61,1938.05
2388,786,7,1,142.02,142.02
2389,786,96,1,48.19,48.19
2390,786,88,4,263.94,1055.76
2391,786,95,2,420.68,841.36
2392,787,82,4,306.53,1226.12
2393,787,10,3,16.08,48.24
2394,788,50,3,79.59,238.77
2395,788,1,4,227.6,910.4
2396,789,63,3,273.5,820.5
2397,789,6,3,362.16,1086.48
2398,789,22,4,116.75,467
2399,789,34,3,352.16,1056.48
2400,790,8,1,82.76,82.76
2401,790,10,4,16.08,64.32
2402,790,18,3,51.98,155.94
2403,791,35,1,73.69,73.69
2404,792,26,2,371.37,742.74
2405,792,94,5,56.69,283.45
2406,792,51,3,424.62,1273.86
2407,792,89,4,164.53,658.12
2408,793,100,1,490.16,490.16
2409,794,71,5,132.68,663.4
2410,794,23,4,79.85,319.4
2411,794,81,2,78.93,157.86
2412,794,22,2,116.75,233.5
2413,795,36,1,379.04,379.04
2414,795,93,5,289.58,1447.9
2415,795,17,4,119.6,478.4
2416,795,100,2,490.16,980.32
2417,796,61,4,185.84,743.36
2418,796,42,2,421.18,842.36
2419,796,56,5,38.34,191.7
2420,796,57,4,74.55,298.2
2421,796,68,5,63.37,316.85
2422,797,47,4,350.02,1400.08
2423,797,68,4,63.37,253.48
2424,797,35,5,73.69,368.45
2425,797,17,1,119.6,119.6
2426,797,51,3,424.62,1273.86
2427,798,20,4,191.71,766.84
2428,798,14,1,497.78,497.78
2429,799,64,4,180.92,723.68
2430,799,36,3,379.04,1137.12
2431,799,14,4,497.78,1991.12
2432,800,35,2,73.69,147.38
2433,800,9,4,294.38,1177.52
2434,800,30,5,174.46,872.3
2435,800,99,5,67.45,337.25
2436,801,82,4,306.53,1226.12
2437,801,65,1,254.9,254.9
2438,801,74,1,103.68,103.68
2439,801,76,2,169.43,338.86
2440,802,26,1,371.37,371.37
2441,803,73,5,130.25,651.25
2442,803,32,3,266.32,798.96
2443,804,16,4,208.95,835.8
2444,805,70,2,453.74,907.48
2445,805,56,2,38.34,76.68
2446,805,97,1,209.48,209.48
2447,805,27,2,136.66,273.32
2448,806,39,5,435.8,2179
2449,806,64,1,180.92,180.92
2450,806,65,2,254.9,509.8
2451,806,12,3,405.66,1216.98
2452,806,71,5,132.68,663.4
2453,807,46,3,68.91,206.73
2454,808,20,4,191.71,766.84
2455,808,76,1,169.43,169.43
2456,808,83,5,20.8,104
2457,808,24,4,266.02,1064.08
2458,808,97,3,209.48,628.44
2459,809,8,3,82.76,248.28
2460,809,56,5,38.34,191.7
2461,809,41,1,272.17,272.17
2462,809,53,3,318.16,954.48
2463,810,22,1,116.75,116.75
2464,810,12,2,405.66,811.32
2465,810,45,3,36.73,110.19
2466,811,79,1,387.61,387.61
2467,812,35,2,73.69,147.38
2468,812,100,1,490.16,490.16
2469,812,29,4,5.73,22.92
2470,813,5,3,273.9,821.7
2471,813,60,3,300.86,902.58
2472,814,16,2,208.95,417.9
2473,814,53,2,318.16,636.32
2474,815,54,5,218.8,1094
2475,815,66,2,29.33,58.66
2476,815,57,3,74.55,223.65
2477,815,11,4,177.33,709.32
2478,816,28,3,36.29,108.87
2479,816,26,4,371.37,1485.48
2480,816,45,2,36.73,73.46
2481,817,49,3,143.59,430.77
2482,818,31,4,302.6,1210.4
2483,819,20,4,191.71,766.84
2484,819,41,5,272.17,1360.85
2485,819,74,4,103.68,414.72
2486,820,95,4,420.68,1682.72
2487,820,40,1,168.04,168.04
2488,820,33,4,77.58,310.32
2489,820,91,3,256.59,769.77
2490,820,68,2,63.37,126.74
2491,821,33,4,77.58,310.32
2492,821,38,5,226.45,1132.25
2493,822,38,5,226.45,1132.25
2494,822,64,3,180.92,542.76
2495,822,30,5,174.46,872.3
2496,823,39,5,435.8,2179
2497,823,34,4,352.16,1408.64
2498,823,67,1,465.95,465.95
2499,823,37,2,332.56,665.12
2500,824,56,3,38.34,115.02
2501,824,87,1,442.56,442.56
2502,825,76,3,169.43,508.29
2503,825,18,4,51.98,207.92
2504,825,41,1,272.17,272.17
2505,825,48,2,238.21,476.42
2506,826,55,1,390.99,390.99
2507,826,33,5,77.58,387.9
2508,826,62,5,245.87,1229.35
2509,826,57,3,74.55,223.65
2510,826,67,4,465.95,1863.8
2511,827,65,1,254.9,254.9
2512,827,64,4,180.92,723.68
2513,827,65,2,254.9,509.8
2514,827,87,5,442.56,2212.8
2515,827,44,1,111.72,111.72
2516,828,82,5,306.53,1532.65
2517,828,62,3,245.87,737.61
2518,828,44,5,111.72,558.6
2519,828,82,2,306.53,613.06
2520,828,60,3,300.86,902.58
2521,829,42,5,421.18,2105.9
2522,829,84,2,284.16,568.32
2523,830,86,4,375.68,1502.72
2524,831,45,4,36.73,146.92
2525,831,44,5,111.72,558.6
2526,831,41,5,272.17,1360.85
2527,832,84,5,284.16,1420.8
2528,832,31,1,302.6,302.6
2529,833,10,1,16.08,16.08
2530,833,92,5,60.45,302.25
2531,834,88,5,263.94,1319.7
2532,834,61,3,185.84,557.52
2533,834,77,2,127.74,255.48
2534,834,31,2,302.6,605.2
2535,834,24,5,266.02,1330.1
2536,835,93,5,289.58,1447.9
2537,835,73,3,130.25,390.75
2538,836,5,4,273.9,1095.6
2539,836,34,4,352.16,1408.64
2540,836,69,3,134.97,404.91
2541,836,13,1,87.64,87.64
2542,837,78,2,358.92,717.84
2543,838,39,4,435.8,1743.2
2544,838,38,1,226.45,226.45
2545,839,33,2,77.58,155.16
2546,839,5,1,273.9,273.9
2547,839,69,2,134.97,269.94
2548,839,93,5,289.58,1447.9
2549,839,44,5,111.72,558.6
2550,840,25,4,11.43,45.72
2551,840,37,1,332.56,332.56
2552,840,93,2,289.58,579.16
2553,841,5,4,273.9,1095.6
2554,841,92,1,60.45,60.45
2555,841,24,2,266.02,532.04
2556,841,46,5,68.91,344.55
2557,842,65,3,254.9,764.7
2558,842,2,1,187.06,187.06
2559,842,6,3,362.16,1086.48
2560,842,63,2,273.5,547
2561,842,93,3,289.58,868.74
2562,843,36,4,379.04,1516.16
2563,843,47,4,350.02,1400.08
2564,843,38,4,226.45,905.8
2565,843,42,1,421.18,421.18
2566,843,63,4,273.5,1094
2567,844,79,4,387.61,1550.44
2568,845,94,5,56.69,283.45
2569,845,12,1,405.66,405.66
2570,845,52,3,304.17,912.51
2571,845,5,2,273.9,547.8
2572,846,49,4,143.59,574.36
2573,846,32,2,266.32,532.64
2574,846,95,4,420.68,1682.72
2575,847,28,4,36.29,145.16
2576,847,49,4,143.59,574.36
2577,847,61,1,185.84,185.84
2578,848,51,4,424.62,1698.48
2579,848,45,4,36.73,146.92
2580,848,18,3,51.98,155.94
2581,849,48,5,238.21,1191.05
2582,849,28,1,36.29,36.29
2583,849,36,4,379.04,1516.16
2584,849,50,2,79.59,159.18
2585,849,45,4,36.73,146.92
2586,850,60,3,300.86,902.58
2587,850,46,3,68.91,206.73
2588,850,58,3,363.89,1091.67
2589,850,49,5,143.59,717.95
2590,851,6,1,362.16,362.16
2591,851,48,1,238.21,238.21
2592,852,6,2,362.16,724.32
2593,852,75,2,161.12,322.24
2594,852,73,3,130.25,390.75
2595,853,22,4,116.75,467
2596,854,13,4,87.64,350.56
2597,854,63,3,273.5,820.5
2598,854,14,3,497.78,1493.34
2599,854,82,5,306.53,1532.65
2600,854,25,2,11.43,22.86
2601,855,43,2,290.86,581.72
2602,855,7,5,142.02,710.1
2603,855,49,3,143.59,430.77
2604,856,5,4,273.9,1095.6
2605,857,90,1,90.42,90.42
2606,857,12,5,405.66,2028.3
2607,857,69,1,134.97,134.97
2608,857,62,3,245.87,737.61
2609,858,77,5,127.74,638.7
2610,859,94,3,56.69,170.07
2611,859,42,1,421.18,421.18
2612,859,83,5,20.8,104
2613,859,85,5,54.89,274.45
2614,859,51,1,424.62,424.62
2615,860,95,1,420.68,420.68
2616,860,28,2,36.29,72.58
2617,861,28,3,36.29,108.87
2618,861,85,1,54.89,54.89
2619,862,97,5,209.48,1047.4
2620,862,35,3,73.69,221.07
2621,863,19,3,167.25,501.75
2622,863,16,1,208.95,208.95
2623,863,71,5,132.68,663.4
2624,863,41,4,272.17,1088.68
2625,864,73,1,130.25,130.25
2626,865,31,4,302.6,1210.4
2627,865,37,3,332.56,997.68
2628,865,68,4,63.37,253.48
2629,866,72,3,248.62,745.86
2630,866,98,3,307.01,921.03
2631,867,74,2,103.68,207.36
2632,867,16,3,208.95,626.85
2633,867,18,1,51.98,51.98
2634,868,12,2,405.66,811.32
2635,868,23,3,79.85,239.55
2636,868,27,1,136.66,136.66
2637,868,55,3,390.99,1172.97
2638,868,46,3,68.91,206.73
2639,869,34,3,352.16,1056.48
2640,869,86,3,375.68,1127.04
2641,869,17,5,119.6,598
2642,869,51,3,424.62,1273.86
2643,870,13,3,87.64,262.92
2644,871,59,5,78.69,393.45
2645,872,5,3,273.9,821.7
2646,873,31,5,302.6,1513
2647,873,10,5,16.08,80.4
2648,873,30,5,174.46,872.3
2649,874,50,1,79.59,79.59
2650,874,37,5,332.56,1662.8
2651,874,9,2,294.38,588.76
2652,874,60,4,300.86,1203.44
2653,874,99,5,67.45,337.25
2654,875,61,4,185.84,743.36
2655,875,11,2,177.33,354.66
2656,876,95,2,420.68,841.36
2657,876,30,3,174.46,523.38
2658,876,67,4,465.95,1863.8
2659,877,46,5,68.91,344.55
2660,877,88,4,263.94,1055.76
2661,877,28,4,36.29,145.16
2662,877,18,4,51.98,207.92
2663,878,64,1,180.92,180.92
2664,878,21,5,191.94,959.7
2665,878,49,3,143.59,430.77
2666,878,84,2,284.16,568.32
2667,879,72,4,248.62,994.48
2668,879,92,1,60.45,60.45
2669,880,39,5,435.8,2179
2670,880,58,4,363.89,1455.56
2671,880,63,4,273.5,1094
2672,881,36,3,379.04,1137.12
2673,881,18,1,51.98,51.98
2674,881,81,1,78.93,78.93
2675,882,2,4,187.06,748.24
2676,882,89,2,164.53,329.06
2677,883,42,1,421.18,421.18
2678,883,84,2,284.16,568.32
2679,883,19,2,167.25,334.5
2680,883,88,5,263.94,1319.7
2681,883,30,2,174.46,348.92
2682,884,4,4,53.84,215.36
2683,885,50,5,79.59,397.95
2684,885,3,4,16.25,65
2685,885,36,1,379.04,379.04
2686,885,76,5,169.43,847.15
2687,886,75,4,161.12,644.48
2688,887,81,5,78.93,394.65
2689,888,60,3,300.86,902.58
2690,888,94,1,56.69,56.69
2691,888,9,4,294.38,1177.52
2692,888,22,3,116.75,350.25
2693,889,6,4,362.16,1448.64
2694,889,67,3,465.95,1397.85
2695,889,91,4,256.59,1026.36
2696,890,48,4,238.21,952.84
2697,890,49,1,143.59,143.59
2698,891,72,2,248.62,497.24
2699,891,83,2,20.8,41.6
2700,891,34,5,352.16,1760.8
2701,891,82,2,306.53,613.06
2702,892,39,4,435.8,1743.2
2703,893,59,2,78.69,157.38
2704,893,67,5,465.95,2329.75
2705,893,13,4,87.64,350.56
2706,893,52,1,304.17,304.17
2707,894,67,5,465.95,2329.75
2708,894,85,4,54.89,219.56
2709,894,17,1,119.6,119.6
2710,894,58,2,363.89,727.78
2711,895,36,5,379.04,1895.2
2712,896,96,5,48.19,240.95
2713,896,23,5,79.85,399.25
2714,896,80,4,392.88,1571.52
2715,897,56,5,38.34,191.7
2716,897,29,4,5.73,22.92
2717,898,30,5,174.46,872.3
2718,898,23,4,79.85,319.4
2719,898,45,2,36.73,73.46
2720,898,14,3,497.78,1493.34
2721,899,82,1,306.53,306.53
2722,899,61,1,185.84,185.84
2723,899,79,2,387.61,775.22
2724,899,63,2,273.5,547
2725,900,18,4,51.98,207.92
2726,900,31,3,302.6,907.8
2727,900,65,5,254.9,1274.5
2728,900,8,5,82.76,413.8
2729,901,91,3,256.59,769.77
2730,901,34,3,352.16,1056.48
2731,901,90,5,90.42,452.1
2732,901,18,3,51.98,155.94
2733,902,56,2,38.34,76.68
2734,902,32,4,266.32,1065.28
2735,902,99,2,67.45,134.9
2736,902,57,4,74.55,298.2
2737,902,13,4,87.64,350.56
2738,903,69,2,134.97,269.94
2739,903,97,4,209.48,837.92
2740,903,10,4,16.08,64.32
2741,904,59,4,78.69,314.76
2742,904,52,5,304.17,1520.85
2743,904,80,2,392.88,785.76
2744,904,57,1,74.55,74.55
2745,905,38,4,226.45,905.8
2746,905,10,4,16.08,64.32
2747,905,8,3,82.76,248.28
2748,905,71,2,132.68,265.36
2749,906,92,5,60.45,302.25
2750,906,37,1,332.56,332.56
2751,907,25,3,11.43,34.29
2752,907,58,3,363.89,1091.67
2753,907,70,1,453.74,453.74
2754,907,86,2,375.68,751.36
2755,907,8,3,82.76,248.28
2756,908,46,1,68.91,68.91
2757,908,29,5,5.73,28.65
2758,908,2,4,187.06,748.24
2759,908,90,4,90.42,361.68
2760,909,34,4,352.16,1408.64
2761,909,32,1,266.32,266.32
2762,909,73,3,130.25,390.75
2763,910,17,1,119.6,119.6
2764,910,49,4,143.59,574.36
2765,910,28,4,36.29,145.16
2766,911,64,4,180.92,723.68
2767,911,90,4,90.42,361.68
2768,912,73,3,130.25,390.75
2769,912,80,3,392.88,1178.64
2770,912,28,1,36.29,36.29
2771,913,65,1,254.9,254.9
2772,914,98,1,307.01,307.01
2773,915,77,4,127.74,510.96
2774,915,78,3,358.92,1076.76
2775,915,64,3,180.92,542.76
2776,915,42,2,421.18,842.36
2777,915,72,4,248.62,994.48
2778,916,20,3,191.71,575.13
2779,916,7,1,142.02,142.02
2780,916,52,1,304.17,304.17
2781,916,49,2,143.59,287.18
2782,916,10,2,16.08,32.16
2783,917,47,4,350.02,1400.08
2784,917,96,5,48.19,240.95
2785,917,77,5,127.74,638.7
2786,917,19,4,167.25,669
2787,918,5,2,273.9,547.8
2788,919,93,2,289.58,579.16
2789,919,90,5,90.42,452.1
2790,919,9,3,294.38,883.14
2791,919,94,3,56.69,170.07
2792,920,37,1,332.56,332.56
2793,920,1,5,227.6,1138
2794,921,2,2,187.06,374.12
2795,921,46,5,68.91,344.55
2796,921,65,4,254.9,1019.6
2797,921,99,1,67.45,67.45
2798,921,36,2,379.04,758.08
2799,922,17,1,119.6,119.6
2800,922,17,3,119.6,358.8
2801,923,74,2,103.68,207.36
2802,923,13,4,87.64,350.56
2803,923,69,1,134.97,134.97
2804,924,64,4,180.92,723.68
2805,924,81,4,78.93,315.72
2806,924,95,3,420.68,1262.04
2807,924,95,3,420.68,1262.04
2808,924,19,2,167.25,334.5
2809,925,57,4,74.55,298.2
2810,925,48,5,238.21,1191.05
2811,925,9,5,294.38,1471.9
2812,926,91,3,256.59,769.77
2813,926,84,2,284.16,568.32
2814,926,10,2,16.08,32.16
2815,926,3,3,16.25,48.75
2816,926,10,5,16.08,80.4
2817,927,24,1,266.02,266.02
2818,927,76,1,169.43,169.43
2819,927,47,5,350.02,1750.1
2820,928,80,2,392.88,785.76
2821,928,78,2,358.92,717.84
2822,928,37,4,332.56,1330.24
2823,929,74,1,103.68,103.68
2824,930,61,2,185.84,371.68
2825,931,10,4,16.08,64.32
2826,932,81,2,78.93,157.86
2827,932,48,4,238.21,952.84
2828,932,30,2,174.46,348.92
2829,932,54,5,218.8,1094
2830,933,18,4,51.98,207.92
2831,933,39,3,435.8,1307.4
2832,933,67,4,465.95,1863.8
2833,934,5,5,273.9,1369.5
2834,935,75,1,161.12,161.12
2835,935,28,3,36.29,108.87
2836,936,98,5,307.01,1535.05
2837,936,46,5,68.91,344.55
2838,936,14,4,497.78,1991.12
2839,936,48,2,238.21,476.42
2840,937,9,2,294.38,588.76
2841,937,51,3,424.62,1273.86
2842,938,74,5,103.68,518.4
2843,938,63,4,273.5,1094
2844,939,18,3,51.98,155.94
2845,940,88,4,263.94,1055.76
2846,940,98,4,307.01,1228.04
2847,940,51,1,424.62,424.62
2848,941,9,2,294.38,588.76
2849,941,5,4,273.9,1095.6
2850,941,21,1,191.94,191.94
2851,941,89,4,164.53,658.12
2852,941,77,3,127.74,383.22
2853,942,66,3,29.33,87.99
2854,942,50,1,79.59,79.59
2855,942,11,3,177.33,531.99
2856,942,57,5,74.55,372.75
2857,942,73,4,130.25,521
2858,943,66,5,29.33,146.65
2859,943,32,2,266.32,532.64
2860,943,62,3,245.87,737.61
2861,944,1,3,227.6,682.8
2862,944,5,5,273.9,1369.5
2863,945,53,1,318.16,318.16
2864,946,39,5,435.8,2179
2865,947,14,2,497.78,995.56
2866,948,42,5,421.18,2105.9
2867,948,24,4,266.02,1064.08
2868,948,77,5,127.74,638.7
2869,948,44,3,111.72,335.16
2870,948,49,5,143.59,717.95
2871,949,49,3,143.59,430.77
2872,949,78,4,358.92,1435.68
2873,949,78,2,358.92,717.84
2874,949,62,4,245.87,983.48
2875,949,23,1,79.85,79.85
2876,950,80,3,392.88,1178.64
2877,951,47,2,350.02,700.04
2878,951,2,1,187.06,187.06
2879,951,95,4,420.68,1682.72
2880,951,86,2,375.68,751.36
2881,952,72,1,248.62,248.62
2882,952,40,4,168.04,672.16
2883,953,92,5,60.45,302.25
2884,954,18,2,51.98,103.96
2885,955,37,4,332.56,1330.24
2886,956,98,2,307.01,614.02
2887,956,2,5,187.06,935.3
2888,957,99,2,67.45,134.9
2889,957,34,1,352.16,352.16
2890,957,50,5,79.59,397.95
2891,958,71,2,132.68,265.36
2892,959,46,2,68.91,137.82
2893,959,66,4,29.33,117.32
2894,960,59,2,78.69,157.38
2895,960,44,1,111.72,111.72
2896,960,88,1,263.94,263.94
2897,960,45,4,36.73,146.92
2898,960,93,2,289.58,579.16
2899,961,42,1,421.18,421.18
2900,961,27,1,136.66,136.66
2901,961,23,5,79.85,399.25
2902,961,39,3,435.8,1307.4
2903,961,61,3,185.84,557.52
2904,962,16,2,208.95,417.9
2905,962,75,2,161.12,322.24
2906,962,12,1,405.66,405.66
2907,962,51,2,424.62,849.24
2908,963,24,2,266.02,532.04
2909,963,75,5,161.12,805.6
2910,963,26,1,371.37,371.37
2911,964,59,3,78.69,236.07
2912,964,13,2,87.64,175.28
2913,964,50,2,79.59,159.18
2914,964,97,3,209.48,628.44
2915,964,4,3,53.84,161.52
2916,965,29,3,5.73,17.19
2917,965,11,1,177.33,177.33
2918,965,66,2,29.33,58.66
2919,965,13,3,87.64,262.92
2920,966,87,4,442.56,1770.24
2921,966,44,3,111.72,335.16
2922,967,75,4,161.12,644.48
2923,967,6,1,362.16,362.16
2924,967,17,2,119.6,239.2
2925,968,7,5,142.02,710.1
2926,968,66,5,29.33,146.65
2927,968,16,2,208.95,417.9
2928,969,43,3,290.86,872.58
2929,970,42,5,421.18,2105.9
2930,971,53,4,318.16,1272.64
2931,971,13,1,87.64,87.64
2932,971,28,5,36.29,181.45
2933,972,69,5,134.97,674.85
2934,972,85,2,54.89,109.78
2935,973,89,4,164.53,658.12
2936,973,80,5,392.88,1964.4
2937,973,68,4,63.37,253.48
2938,973,22,5,116.75,583.75
2939,974,61,4,185.84,743.36
2940,974,71,4,132.68,530.72
2941,975,98,4,307.01,1228.04
2942,976,33,2,77.58,155.16
2943,976,97,2,209.48,418.96
2944,976,9,2,294.38,588.76
2945,977,26,3,371.37,1114.11
2946,977,29,4,5.73,22.92
2947,977,32,2,266.32,532.64
2948,977,48,5,238.21,1191.05
2949,977,54,1,218.8,218.8
2950,978,18,4,51.98,207.92
2951,978,69,1,134.97,134.97
2952,979,26,3,371.37,1114.11
2953,979,7,2,142.02,284.04
2954,980,65,2,254.9,509.8
2955,980,15,2,440.33,880.66
2956,980,43,4,290.86,1163.44
2957,980,33,2,77.58,155.16
2958,980,22,1,116.75,116.75
2959,981,70,3,453.74,1361.22
2960,981,59,3,78.69,236.07
2961,981,61,1,185.84,185.84
2962,981,22,1,116.75,116.75
2963,982,8,4,82.76,331.04
2964,982,84,5,284.16,1420.8
2965,983,2,4,187.06,748.24
2966,984,13,5,87.64,438.2
2967,984,87,4,442.56,1770.24
2968,984,92,4,60.45,241.8
2969,985,48,1,238.21,238.21
2970,986,59,3,78.69,236.07
2971,986,11,1,177.33,177.33
2972,986,100,2,490.16,980.32
2973,987,71,4,132.68,530.72
2974,987,93,5,289.58,1447.9
2975,987,32,4,266.32,1065.28
2976,988,89,5,164.53,822.65
2977,988,72,5,248.62,1243.1
2978,988,73,4,130.25,521
2979,988,67,3,465.95,1397.85
2980,989,57,3,74.55,223.65
2981,989,75,2,161.12,322.24
2982,989,14,4,497.78,1991.12
2983,989,15,3,440.33,1320.99
2984,989,62,1,245.87,245.87
2985,990,61,3,185.84,557.52
2986,990,95,4,420.68,1682.72
2987,991,40,3,168.04,504.12
2988,991,34,2,352.16,704.32
2989,992,47,3,350.02,1050.06
2990,992,60,5,300.86,1504.3
2991,993,87,3,442.56,1327.68
2992,993,97,3,209.48,628.44
2993,993,93,5,289.58,1447.9
2994,993,92,4,60.45,241.8
2995,993,30,2,174.46,348.92
2996,994,47,1,350.02,350.02
2997,994,3,2,16.25,32.5
2998,994,98,2,307.01,614.02
2999,995,56,5,38.34,191.7
3000,995,64,4,180.92,723.68
3001,995,52,2,304.17,608.34
3002,996,91,4,256.59,1026.36
3003,996,46,4,68.91,275.64
3004,996,60,1,300.86,300.86
3005,996,92,3,60.45,181.35
3006,996,20,2,191.71,383.42
3007,997,75,4,161.12,644.48
3008,997,17,5,119.6,598
3009,997,23,2,79.85,159.7
3010,998,29,4,5.73,22.92
3011,998,26,1,371.37,371.37
3012,998,71,2,132.68,265.36
3013,999,77,1,127.74,127.74
3014,999,85,5,54.89,274.45
3015,999,12,2,405.66,811.32
3016,1000,51,4,424.62,1698.48
3017,1000,90,1,90.42,90.42
3018,1000,24,5,266.02,1330.1
3019,1000,49,4,143.59,574.36
3020,1001,26,1,371.37,371.37
3021,1001,77,3,127.74,383.22
3022,1001,33,2,77.58,155.16
3023,1001,87,3,442.56,1327.68
3024,1002,57,2,74.55,149.1
3025,1002,34,5,352.16,1760.8
3026,1002,23,1,79.85,79.85
3027,1002,51,4,424.62,1698.48
3028,1002,66,5,29.33,146.65
3029,1003,91,3,256.59,769.77
3030,1003,6,1,362.16,362.16
3031,1004,85,3,54.89,164.67
3032,1004,15,4,440.33,1761.32
3033,1005,92,4,60.45,241.8
3034,1005,21,1,191.94,191.94
3035,1005,38,5,226.45,1132.25
3036,1005,18,2,51.98,103.96
3037,1006,59,3,78.69,236.07
3038,1006,33,1,77.58,77.58
3039,1006,25,5,11.43,57.15
3040,1006,77,1,127.74,127.74
3041,1006,96,1,48.19,48.19
3042,1007,42,5,421.18,2105.9
3043,1007,15,5,440.33,2201.65
3044,1007,74,1,103.68,103.68
3045,1007,58,3,363.89,1091.67
3046,1008,25,5,11.43,57.15
3047,1008,29,2,5.73,11.46
3048,1009,89,3,164.53,493.59
3049,1009,77,5,127.74,638.7
3050,1009,32,4,266.32,1065.28
3051,1010,32,3,266.32,798.96
3052,1010,31,1,302.6,302.6
3053,1010,12,3,405.66,1216.98
3054,1010,28,2,36.29,72.58
3055,1011,97,3,209.48,628.44
3056,1011,36,1,379.04,379.04
3057,1012,91,2,256.59,513.18
3058,1012,86,2,375.68,751.36
3059,1012,7,2,142.02,284.04
3060,1013,61,5,185.84,929.2
3061,1013,66,1,29.33,29.33
3062,1014,4,3,53.84,161.52
3063,1014,92,2,60.45,120.9
3064,1014,24,1,266.02,266.02
3065,1015,69,2,134.97,269.94
3066,1015,80,1,392.88,392.88
3067,1016,43,2,290.86,581.72
3068,1016,92,3,60.45,181.35
3069,1016,22,2,116.75,233.5
3070,1016,45,1,36.73,36.73
3071,1017,18,2,51.98,103.96
3072,1017,62,4,245.87,983.48
3073,1018,82,3,306.53,919.59
3074,1019,24,5,266.02,1330.1
3075,1019,97,2,209.48,418.96
3076,1019,10,2,16.08,32.16
3077,1019,15,1,440.33,440.33
3078,1019,17,1,119.6,119.6
3079,1020,32,5,266.32,1331.6
3080,1020,88,1,263.94,263.94
3081,1020,73,2,130.25,260.5
3082,1020,84,1,284.16,284.16
3083,1021,22,3,116.75,350.25
3084,1021,31,1,302.6,302.6
3085,1021,58,2,363.89,727.78
3086,1021,42,3,421.18,1263.54
3087,1022,91,2,256.59,513.18
3088,1022,73,3,130.25,390.75
3089,1022,51,2,424.62,849.24
3090,1023,34,1,352.16,352.16
3091,1023,6,4,362.16,1448.64
3092,1023,69,3,134.97,404.91
3093,1024,92,1,60.45,60.45
3094,1025,5,2,273.9,547.8
3095,1025,78,4,358.92,1435.68
3096,1025,49,5,143.59,717.95
3097,1026,81,1,78.93,78.93
3098,1027,8,1,82.76,82.76
3099,1027,82,1,306.53,306.53
3100,1027,59,5,78.69,393.45
3101,1028,41,4,272.17,1088.68
3102,1029,62,2,245.87,491.74
3103,1029,1,4,227.6,910.4
3104,1029,7,3,142.02,426.06
3105,1029,30,5,174.46,872.3
3106,1030,17,1,119.6,119.6
3107,1030,59,1,78.69,78.69
3108,1031,60,5,300.86,1504.3
3109,1031,41,5,272.17,1360.85
3110,1031,61,4,185.84,743.36
3111,1032,19,3,167.25,501.75
3112,1033,14,1,497.78,497.78
3113,1033,83,1,20.8,20.8
3114,1034,31,5,302.6,1513
3115,1034,53,1,318.16,318.16
3116,1034,64,4,180.92,723.68
3117,1035,71,5,132.68,663.4
3118,1035,86,3,375.68,1127.04
3119,1035,32,1,266.32,266.32
3120,1035,94,2,56.69,113.38
3121,1036,16,2,208.95,417.9
3122,1036,54,4,218.8,875.2
3123,1036,93,2,289.58,579.16
3124,1037,80,1,392.88,392.88
3125,1037,52,3,304.17,912.51
3126,1038,10,1,16.08,16.08
3127,1038,65,2,254.9,509.8
3128,1038,19,1,167.25,167.25
3129,1038,71,4,132.68,530.72
3130,1038,86,3,375.68,1127.04
3131,1039,36,4,379.04,1516.16
3132,1039,24,1,266.02,266.02
3133,1039,40,4,168.04,672.16
3134,1039,90,2,90.42,180.84
3135,1040,6,4,362.16,1448.64
3136,1040,12,4,405.66,1622.64
3137,1040,28,4,36.29,145.16
3138,1041,80,2,392.88,785.76
3139,1041,8,4,82.76,331.04
3140,1041,54,1,218.8,218.8
3141,1042,42,2,421.18,842.36
3142,1042,37,3,332.56,997.68
3143,1042,7,4,142.02,568.08
3144,1042,42,1,421.18,421.18
3145,1043,88,1,263.94,263.94
3146,1043,16,4,208.95,835.8
3147,1043,80,2,392.88,785.76
3148,1043,80,4,392.88,1571.52
3149,1044,30,2,174.46,348.92
3150,1044,88,2,263.94,527.88
